[2026-02-08 20:08:35,542] 161 numexpr.utils - INFO - NumExpr defaulting to 16 threads.
[2026-02-08 20:09:20,027] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2026-02-08 20:09:20,046] 107 dagshub - INFO - Accessing as Hari777-007
[2026-02-08 20:09:21,678] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/Hari777-007/ns_project "HTTP/1.1 200 OK"
[2026-02-08 20:09:23,290] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2026-02-08 20:09:23,295] 107 dagshub - INFO - Initialized MLflow to track repo "Hari777-007/ns_project"
[2026-02-08 20:09:23,297] 107 dagshub - INFO - Repository Hari777-007/ns_project initialized!
[2026-02-08 20:09:23,298] 19 root - INFO - Initiate the data ingestion
[2026-02-08 20:09:29,281] 65 root - INFO - Performed train test split on the dataframe
[2026-02-08 20:09:29,281] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-02-08 20:09:29,282] 75 root - INFO - Exporting train and test file path.
[2026-02-08 20:09:29,353] 84 root - INFO - Exported train and test file path.
[2026-02-08 20:09:29,354] 21 root - INFO - Data Initiation Completed
[2026-02-08 20:09:29,402] 32 root - INFO - Required number of columns:2
[2026-02-08 20:09:29,402] 33 root - INFO - Data frame has columns:31
[2026-02-08 20:09:29,402] 32 root - INFO - Required number of columns:2
[2026-02-08 20:09:29,402] 33 root - INFO - Data frame has columns:31
[2026-02-08 20:09:29,604] 26 root - INFO - Data Validation Completed
[2026-02-08 20:09:29,604] 29 root - INFO - data Transformation started
[2026-02-08 20:09:29,605] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-08 20:09:29,605] 65 root - INFO - Starting data transformation
[2026-02-08 20:09:29,657] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2026-02-08 20:09:29,658] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-02-08 20:09:29,690] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-02-08 20:09:29,698] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-02-08 20:09:29,698] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-02-08 20:09:29,703] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-02-08 20:09:29,713] 33 root - INFO - data Transformation completed
[2026-02-08 20:09:29,713] 34 root - INFO - Model Training sstared
[2026-02-08 20:16:31,137] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-02-08 20:16:31,176] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-02-08 20:16:31,176] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-02-08 20:16:31,198] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-02-08 20:16:31,198] 133 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\02_08_2026_20_08_39\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9914045909596522, precision_score=0.9883064516129032, recall_score=0.9945222154595252), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9696479158235533, precision_score=0.9637972646822205, recall_score=0.9755700325732899))
[2026-02-08 20:16:31,201] 39 root - INFO - Model Training artifact created
